idx,value
2496,2215
2497,2217
2498,2215
2499,2209
2500,2203
2501,2163
2502,2107
2503,2057
2504,2041
2505,2015
2506,2015
2507,2024
2508,1904
2509,1928
2510,1914
2511,1914
2512,1872
2513,1864
2514,1869
2515,1873
2516,1805
2517,1793
2518,1799
2519,1797
2520,1805
2521,1783
2522,1797
2523,1797
2524,1795
2525,1809
2526,1813
2527,1807
2528,1831
2529,1827
2530,1821
2531,1831
2532,1823
2533,1773
2534,1777
2535,1797
2536,1789
2537,1791
2538,1780
2539,1789
2540,1793
2541,1793
2542,1795
2543,1805
2544,1779
2545,1787
2546,1787
2547,1757
2548,1751
2549,1733
2550,1737
2551,1747
2552,1711
2553,1713
2554,1685
2555,1673
2556,1668
2557,1642
2558,1612
2559,1612
2560,1618
2561,1568
2562,1568
2563,1568
2564,1565
2565,1566
2566,1548
2567,1540
2568,1526
2569,1496
2570,1512
2571,1510
2572,1490
2573,1490
2574,1490
2575,1490
2576,1489
2577,1493
2578,1491
2579,1487
2580,1479
2581,1481
2582,1447
2583,1451
2584,1447
2585,1451
2586,1451
2587,1447
2588,1449
2589,1453
2590,1447
2591,1443
2592,1439
2593,1435
2594,1437
2595,1433
2596,1415
2597,1401
2598,1401
2599,1403
2600,1403
2601,1401
2602,1401
2603,1399
2604,1403
2605,1403
2606,1393
2607,1407
2608,1391
2609,1393
2610,1387
2611,1389
2612,1385
2613,1393
2614,1385
2615,1385
2616,1381
2617,1365
2618,1361
2619,1351
2620,1325
2621,1325
2622,1325
2623,1329
2624,1329
2625,1327
2626,1327
2627,1337
2628,1337
2629,1345
2630,1337
2631,1333
2632,1327
2633,1331
2634,1325
2635,1297
2636,1293
2637,1289
2638,1277
2639,1255
2640,1255
2641,1243
2642,1248
2643,1248
2644,1254
2645,1254
2646,1236
2647,1236
2648,1236
2649,1218
2650,1218
2651,1213
2652,1213
2653,1215
2654,1211
2655,1205
2656,1199
2657,1201
2658,1161
2659,1163
2660,1157
2661,1159
2662,1159
2663,1159
2664,1159
2665,1147
2666,1133
2667,1119
2668,1105
2669,1073
2670,1065
2671,1047
2672,1049
2673,1041
2674,1039
2675,1039
2676,1035
2677,1013
2678,1017
2679,1017
2680,1017
2681,1009
2682,1009
2683,1005
2684,999
2685,1001
2686,1001
2687,980
2688,980
2689,980
2690,980
2691,980
2692,976
2693,976
2694,970
2695,970
2696,960
2697,962
2698,960
2699,960
2700,960
2701,958
2702,954
2703,950
2704,946
2705,932
2706,930
2707,925
2708,925
2709,925
2710,926
2711,926
2712,926
2713,926
2714,922
2715,919
2716,919
2717,915
2718,915
2719,915
2720,915
2721,915
2722,915
2723,913
2724,913
2725,913
2726,913
2727,905
2728,905
2729,901
2730,889
2731,889
2732,889
2733,887
2734,887
2735,887
2736,887
2737,884
2738,884
2739,880
2740,862
2741,862
2742,861
2743,859
2744,859
2745,859
2746,859
2747,859
2748,855
2749,851
2750,835
2751,835
2752,823
2753,819
2754,811
2755,809
2756,809
2757,809
2758,787
2759,785
2760,785
2761,785
2762,781
2763,781
2764,779
2765,771
2766,755
2767,755
2768,749
2769,745
2770,745
2771,745
2772,737
2773,733
2774,733
2775,733
2776,733
2777,733
2778,732
2779,726
2780,726
2781,716
2782,710
2783,694
2784,694
2785,692
2786,692
2787,692
2788,688
2789,688
2790,688
2791,676
2792,674
2793,674
2794,668
2795,668
2796,668
2797,658
2798,658
2799,658
2800,658
2801,640
2802,640
2803,640
2804,639
2805,635
2806,635
2807,631
2808,627
2809,621
2810,615
2811,611
2812,609
2813,609
2814,597
2815,595
2816,595
2817,595
2818,593
2819,581
2820,581
2821,579
2822,579
2823,579
2824,579
2825,579
2826,551
2827,549
2828,549
2829,549
2830,548
2831,545
2832,543
2833,539
2834,537
2835,537
2836,537
2837,537
2838,537
2839,525
2840,523
2841,523
2842,523
2843,521
2844,521
2845,519
2846,517
2847,515
2848,515
2849,515
2850,513
2851,513
2852,513
2853,513
2854,507
2855,507
2856,507
2857,503
2858,503
2859,481
2860,481
2861,473
2862,473
2863,469
2864,469
2865,461
2866,461
2867,460
2868,460
2869,460
2870,450
2871,450
2872,450
2873,446
2874,444
2875,444
2876,444
2877,444
2878,442
2879,440
2880,440
2881,440
2882,438
2883,434
2884,426
2885,422
2886,422
2887,420
2888,420
2889,420
2890,420
2891,420
2892,420
2893,420
2894,420
2895,418
2896,416
2897,416
2898,416
2899,416
2900,416
2901,416
2902,416
2903,416
2904,414
2905,414
2906,414
2907,412
2908,412
2909,412
2910,412
2911,412
2912,412
2913,410
2914,410
2915,410
2916,410
2917,410
2918,410
